session_id,timestamp,state,fault_type,battery_pct,brush_rpm,pump_pressure_bar,tank_level_L,motor_temp_C,current_draw_A
2,2026-05-01 07:00:15,CHARGING,,85.7,0,0.0,19.97,29.85,1.69
2,2026-05-01 07:00:20,CHARGING,,86.01,0,0.0,19.99,29.91,2.64
2,2026-05-01 07:00:25,CHARGING,,85.99,0,0.0,19.92,29.79,2.23
2,2026-05-01 07:00:30,CHARGING,,86.08,0,0.0,19.86,30.46,1.87
2,2026-05-01 07:00:35,CHARGING,,86.76,0,0.0,20.11,29.78,2.26
2,2026-05-01 07:00:40,CHARGING,,86.37,0,0.0,20.09,30.24,1.83
2,2026-05-01 07:00:45,CHARGING,,86.31,0,0.0,20.1,29.83,1.92
2,2026-05-01 07:00:50,CHARGING,,86.36,0,0.0,20.04,31.03,1.79
2,2026-05-01 07:00:55,CHARGING,,86.81,0,0.0,20.14,29.96,2.09
2,2026-05-01 07:01:00,CHARGING,,86.63,0,0.0,20.04,29.91,2.2
2,2026-05-01 07:01:05,CHARGING,,87.46,0,0.0,20.26,30.29,2.07
2,2026-05-01 07:01:10,CHARGING,,87.31,0,0.0,19.96,30.17,1.94
2,2026-05-01 07:01:15,CHARGING,,87.45,0,0.0,20.13,29.5,2.23
2,2026-05-01 07:01:20,CHARGING,,87.95,0,0.0,19.99,28.94,1.88
2,2026-05-01 07:01:25,CHARGING,,88.09,0,0.0,20.0,29.5,1.9
2,2026-05-01 07:01:30,CHARGING,,88.1,0,0.0,20.05,29.88,1.93
2,2026-05-01 07:01:35,CHARGING,,87.88,0,0.0,19.91,30.81,1.94
2,2026-05-01 07:01:40,CHARGING,,88.52,0,0.0,20.15,30.5,1.91
2,2026-05-01 07:01:45,CHARGING,,88.42,0,0.0,20.0,29.55,2.06
2,2026-05-01 07:01:50,CHARGING,,88.1,0,0.0,20.12,29.77,2.04
2,2026-05-01 07:01:55,CHARGING,,88.68,0,0.0,19.97,30.29,1.91
2,2026-05-01 07:02:00,CHARGING,,89.01,0,0.0,19.87,30.06,2.39
2,2026-05-01 07:02:05,CHARGING,,88.6,0,0.0,19.93,30.26,2.04
2,2026-05-01 07:02:10,CHARGING,,89.16,0,0.0,20.05,30.32,2.22
2,2026-05-01 07:02:15,CHARGING,,89.32,0,0.0,19.98,30.34,2.38
2,2026-05-01 07:02:20,CHARGING,,89.31,0,0.0,19.9,30.55,1.98
2,2026-05-01 07:02:25,CHARGING,,88.85,0,0.0,20.08,29.73,1.98
2,2026-05-01 07:02:30,CHARGING,,89.75,0,0.0,20.02,30.35,1.91
2,2026-05-01 07:02:35,CHARGING,,89.95,0,0.0,19.97,30.37,2.12
2,2026-05-01 07:02:40,CHARGING,,89.67,0,0.0,20.11,29.73,2.16
2,2026-05-01 07:02:45,CHARGING,,90.21,0,0.0,20.18,29.89,1.93
2,2026-05-01 07:02:50,CHARGING,,90.24,0,0.0,19.97,30.4,1.68
2,2026-05-01 07:02:55,CHARGING,,90.08,0,0.0,19.89,30.48,2.34
2,2026-05-01 07:03:00,CHARGING,,90.52,0,0.0,19.98,30.04,2.23
2,2026-05-01 07:03:05,CHARGING,,90.42,0,0.0,20.02,30.49,2.1
2,2026-05-01 07:03:10,CHARGING,,90.91,0,0.0,20.1,28.65,2.14
2,2026-05-01 07:03:15,CHARGING,,90.8,0,0.0,19.82,30.26,2.27
2,2026-05-01 07:03:20,CHARGING,,91.11,0,0.0,20.1,30.81,2.26
2,2026-05-01 07:03:25,CHARGING,,91.79,0,0.0,20.07,30.04,1.68
2,2026-05-01 07:03:30,CHARGING,,91.38,0,0.0,19.92,31.09,1.96
2,2026-05-01 07:03:35,CHARGING,,91.64,0,0.0,20.06,30.02,2.34
2,2026-05-01 07:03:40,CHARGING,,91.56,0,0.0,20.02,29.63,1.74
2,2026-05-01 07:03:45,CHARGING,,91.72,0,0.0,20.0,29.79,1.86
2,2026-05-01 07:03:50,CHARGING,,91.63,0,0.0,19.99,29.25,2.15
2,2026-05-01 07:03:55,CHARGING,,92.22,0,0.0,19.85,29.85,1.85
2,2026-05-01 07:04:00,CHARGING,,92.45,0,0.0,20.13,29.06,2.02
2,2026-05-01 07:04:05,CHARGING,,92.45,0,0.0,20.07,30.11,1.85
2,2026-05-01 07:04:10,CHARGING,,92.55,0,0.0,19.92,30.54,2.0
2,2026-05-01 07:04:15,CHARGING,,93.37,0,0.0,19.99,29.65,1.7
2,2026-05-01 07:04:20,CHARGING,,92.41,0,0.0,19.84,30.13,2.1
2,2026-05-01 07:04:25,CHARGING,,92.63,0,0.0,20.09,29.76,2.03
2,2026-05-01 07:04:30,CHARGING,,93.73,0,0.0,20.09,29.87,1.82
2,2026-05-01 07:04:35,CHARGING,,92.75,0,0.0,19.93,29.89,1.8
2,2026-05-01 07:04:40,CHARGING,,93.51,0,0.0,20.01,29.89,1.87
2,2026-05-01 07:04:45,CHARGING,,93.75,0,0.0,20.04,29.45,2.28
2,2026-05-01 07:04:50,CHARGING,,93.82,0,0.0,20.0,30.35,2.05
2,2026-05-01 07:04:55,CHARGING,,94.29,0,0.0,20.03,29.69,2.07
2,2026-05-01 07:05:00,NAVIGATING,,93.62,0,0.0,20.01,29.98,4.46
2,2026-05-01 07:05:05,NAVIGATING,,93.88,0,0.0,19.81,29.73,4.52
2,2026-05-01 07:05:10,NAVIGATING,,93.93,0,0.0,19.9,30.63,4.33
2,2026-05-01 07:05:15,NAVIGATING,,94.13,0,0.0,20.04,29.68,4.86
2,2026-05-01 07:05:20,NAVIGATING,,93.44,0,0.0,20.09,30.5,4.37
2,2026-05-01 07:05:25,NAVIGATING,,94.18,0,0.0,19.97,30.14,4.55
2,2026-05-01 07:05:30,NAVIGATING,,93.68,0,0.0,20.08,30.4,4.15
2,2026-05-01 07:05:35,NAVIGATING,,94.07,0,0.0,19.83,30.52,4.73
2,2026-05-01 07:05:40,NAVIGATING,,93.31,0,0.0,19.96,29.45,4.46
2,2026-05-01 07:05:45,CLEANING,,93.47,1016,2.57,20.11,29.77,7.46
2,2026-05-01 07:05:50,CLEANING,,92.97,984,2.55,20.11,29.48,7.38
2,2026-05-01 07:05:55,CLEANING,,93.39,1006,2.46,19.97,29.91,7.5
2,2026-05-01 07:06:00,CLEANING,,93.48,1000,2.48,19.89,30.16,7.43
2,2026-05-01 07:06:05,CLEANING,,93.16,1032,2.53,19.85,30.6,7.43
2,2026-05-01 07:06:10,CLEANING,,93.51,1007,2.49,19.89,29.51,7.27
2,2026-05-01 07:06:15,CLEANING,,92.72,1003,2.59,20.05,30.67,7.6
2,2026-05-01 07:06:20,CLEANING,,92.46,989,2.46,19.74,30.32,7.41
2,2026-05-01 07:06:25,CLEANING,,92.33,1015,2.45,19.8,31.49,7.32
2,2026-05-01 07:06:30,CLEANING,,92.08,994,2.56,19.95,29.89,7.6
2,2026-05-01 07:06:35,CLEANING,,92.62,998,2.63,19.57,30.68,7.59
2,2026-05-01 07:06:40,CLEANING,,93.01,1002,2.52,19.66,30.73,7.43
2,2026-05-01 07:06:45,CLEANING,,92.79,993,2.52,19.67,31.21,7.49
2,2026-05-01 07:06:50,CLEANING,,91.99,1025,2.45,19.58,30.4,7.77
2,2026-05-01 07:06:55,CLEANING,,91.8,1063,2.55,19.65,30.72,7.56
2,2026-05-01 07:07:00,CLEANING,,92.52,1013,2.53,19.61,30.7,7.47
2,2026-05-01 07:07:05,CLEANING,,92.22,1023,2.53,19.28,31.18,7.54
2,2026-05-01 07:07:10,CLEANING,,92.19,992,2.56,19.64,30.51,7.58
2,2026-05-01 07:07:15,CLEANING,,91.83,972,2.47,19.61,31.43,7.6
2,2026-05-01 07:07:20,CLEANING,,92.26,1010,2.47,19.54,31.4,7.65
2,2026-05-01 07:07:25,CLEANING,,92.32,1014,2.52,19.58,31.04,7.32
2,2026-05-01 07:07:30,CLEANING,,91.83,985,2.47,19.44,30.7,7.44
2,2026-05-01 07:07:35,CLEANING,,91.23,1004,2.5,19.34,31.48,7.69
2,2026-05-01 07:07:40,CLEANING,,91.24,985,2.46,19.31,31.61,7.46
2,2026-05-01 07:07:45,CLEANING,,91.56,960,2.53,19.25,31.28,7.56
2,2026-05-01 07:07:50,CLEANING,,91.97,974,2.35,19.37,32.2,7.75
2,2026-05-01 07:07:55,CLEANING,,91.54,990,2.54,19.23,31.59,7.6
2,2026-05-01 07:08:00,CLEANING,,91.72,1055,2.52,19.25,31.39,7.15
2,2026-05-01 07:08:05,CLEANING,,91.11,992,2.47,19.29,31.04,7.72
2,2026-05-01 07:08:10,CLEANING,,91.24,1000,2.48,19.27,31.91,7.33
2,2026-05-01 07:08:15,CLEANING,,90.96,994,2.43,19.14,31.31,7.67
2,2026-05-01 07:08:20,CLEANING,,91.16,1004,2.54,19.19,31.8,7.48
2,2026-05-01 07:08:25,CLEANING,,91.08,988,2.38,19.16,32.36,7.69
2,2026-05-01 07:08:30,CLEANING,,91.21,1025,2.5,19.17,31.39,7.44
2,2026-05-01 07:08:35,CLEANING,,91.02,1024,2.49,19.08,31.75,7.62
2,2026-05-01 07:08:40,CLEANING,,90.33,954,2.47,18.98,31.55,7.47
2,2026-05-01 07:08:45,CLEANING,,90.54,1029,2.52,19.11,32.16,7.27
2,2026-05-01 07:08:50,CLEANING,,90.91,998,2.53,18.94,31.12,7.66
2,2026-05-01 07:08:55,CLEANING,,90.63,982,2.46,19.14,31.36,7.83
2,2026-05-01 07:09:00,CLEANING,,90.17,1013,2.48,19.06,31.73,7.47
2,2026-05-01 07:09:05,CLEANING,,90.37,980,2.54,18.92,31.94,7.3
2,2026-05-01 07:09:10,CLEANING,,89.51,996,2.62,19.03,32.09,7.45
2,2026-05-01 07:09:15,CLEANING,,90.21,1011,2.44,19.04,32.51,7.64
2,2026-05-01 07:09:20,CLEANING,,90.25,1000,2.53,18.96,32.02,7.39
2,2026-05-01 07:09:25,CLEANING,,90.07,1031,2.44,18.73,32.33,7.51
2,2026-05-01 07:09:30,CLEANING,,90.01,1005,2.49,19.0,31.5,7.33
2,2026-05-01 07:09:35,CLEANING,,89.85,967,2.49,18.99,32.36,7.55
2,2026-05-01 07:09:40,CLEANING,,89.42,988,2.48,18.77,33.04,7.61
2,2026-05-01 07:09:45,CLEANING,,89.39,1005,2.52,18.89,33.24,7.3
2,2026-05-01 07:09:50,CLEANING,,89.4,975,2.49,18.8,32.99,7.48
2,2026-05-01 07:09:55,CLEANING,,89.46,1003,2.46,18.93,31.75,7.54
2,2026-05-01 07:10:00,CLEANING,,90.09,1000,2.49,18.66,32.51,7.77
2,2026-05-01 07:10:05,CLEANING,,88.74,1031,2.43,18.65,32.44,7.62
2,2026-05-01 07:10:10,CLEANING,,88.84,1009,2.6,18.51,32.79,7.37
2,2026-05-01 07:10:15,CLEANING,,89.37,1000,2.47,18.67,33.65,7.46
2,2026-05-01 07:10:20,CLEANING,,89.38,974,2.45,18.65,33.54,7.57
2,2026-05-01 07:10:25,CLEANING,,88.99,1000,2.44,18.64,33.29,7.41
2,2026-05-01 07:10:30,CLEANING,,88.86,1005,2.48,18.54,33.95,7.45
2,2026-05-01 07:10:35,CLEANING,,88.81,987,2.54,18.51,32.63,7.76
2,2026-05-01 07:10:40,CLEANING,,89.27,988,2.41,18.6,32.66,7.66
2,2026-05-01 07:10:45,NAVIGATING,,88.21,0,0.0,18.59,32.29,4.65
2,2026-05-01 07:10:50,NAVIGATING,,88.76,0,0.0,18.4,32.6,4.64
2,2026-05-01 07:10:55,NAVIGATING,,88.75,0,0.0,18.56,33.69,4.19
2,2026-05-01 07:11:00,NAVIGATING,,89.17,0,0.0,18.51,32.15,4.23
2,2026-05-01 07:11:05,NAVIGATING,,88.58,0,0.0,18.59,32.44,4.8
2,2026-05-01 07:11:10,NAVIGATING,,88.16,0,0.0,18.5,31.77,4.57
2,2026-05-01 07:11:15,NAVIGATING,,88.83,0,0.0,18.46,31.0,4.54
2,2026-05-01 07:11:20,NAVIGATING,,88.65,0,0.0,18.54,32.82,4.29
2,2026-05-01 07:11:25,NAVIGATING,,88.68,0,0.0,18.62,31.21,4.56
2,2026-05-01 07:11:30,CLEANING,,88.25,998,2.52,18.43,31.81,7.51
2,2026-05-01 07:11:35,CLEANING,,87.99,978,2.53,18.34,32.53,7.59
2,2026-05-01 07:11:40,CLEANING,,87.72,986,2.56,18.33,32.02,7.59
2,2026-05-01 07:11:45,CLEANING,,88.4,995,2.47,18.54,33.17,7.7
2,2026-05-01 07:11:50,CLEANING,,88.11,984,2.46,18.43,32.56,7.78
2,2026-05-01 07:11:55,CLEANING,,88.2,970,2.55,18.25,32.21,7.55
2,2026-05-01 07:12:00,CLEANING,,88.52,1062,2.53,18.31,32.72,7.68
2,2026-05-01 07:12:05,CLEANING,,87.74,1036,2.51,18.35,32.83,7.58
2,2026-05-01 07:12:10,CLEANING,,88.01,988,2.47,18.16,32.77,7.66
2,2026-05-01 07:12:15,CLEANING,,87.82,1033,2.5,18.32,32.05,7.42
2,2026-05-01 07:12:20,CLEANING,,87.81,1017,2.49,18.22,31.89,7.43
2,2026-05-01 07:12:25,CLEANING,,87.79,1012,2.53,18.2,32.7,7.37
2,2026-05-01 07:12:30,CLEANING,,87.65,1008,2.52,18.12,31.67,7.72
2,2026-05-01 07:12:35,CLEANING,,87.22,983,2.53,18.11,33.33,7.62
2,2026-05-01 07:12:40,CLEANING,,87.49,973,2.56,18.15,32.67,7.53
2,2026-05-01 07:12:45,CLEANING,,86.67,1008,2.45,17.96,32.14,7.72
2,2026-05-01 07:12:50,CLEANING,,86.93,1031,2.47,17.9,32.39,7.75
2,2026-05-01 07:12:55,CLEANING,,86.99,989,2.51,18.1,33.56,7.79
2,2026-05-01 07:13:00,CLEANING,,86.85,973,2.48,18.05,32.57,7.31
2,2026-05-01 07:13:05,CLEANING,,86.98,999,2.5,17.92,32.98,7.32
2,2026-05-01 07:13:10,CLEANING,,87.07,1021,2.41,17.88,32.4,7.37
2,2026-05-01 07:13:15,CLEANING,,86.69,971,2.45,17.85,33.3,7.51
2,2026-05-01 07:13:20,CLEANING,,86.42,1004,2.47,17.9,34.09,7.77
2,2026-05-01 07:13:25,CLEANING,,86.17,1017,2.54,17.79,33.71,7.81
2,2026-05-01 07:13:30,CLEANING,,86.14,982,2.55,17.9,33.63,7.57
2,2026-05-01 07:13:35,CLEANING,,86.52,973,2.55,17.97,33.29,7.49
2,2026-05-01 07:13:40,CLEANING,,85.86,1010,2.53,17.82,34.01,7.43
2,2026-05-01 07:13:45,CLEANING,,86.41,980,2.5,17.78,33.61,7.43
2,2026-05-01 07:13:50,CLEANING,,86.12,1017,2.48,17.61,34.42,7.78
2,2026-05-01 07:13:55,CLEANING,,85.69,1014,2.47,17.78,33.75,7.45
2,2026-05-01 07:14:00,CLEANING,,85.76,986,2.45,17.64,33.62,7.36
2,2026-05-01 07:14:05,CLEANING,,86.12,1030,2.47,17.72,33.95,7.59
2,2026-05-01 07:14:10,CLEANING,,85.86,1015,2.52,17.55,34.18,7.68
2,2026-05-01 07:14:15,CLEANING,,85.53,1001,2.53,17.63,34.34,7.97
2,2026-05-01 07:14:20,CLEANING,,85.44,972,2.52,17.7,33.73,7.79
2,2026-05-01 07:14:25,CLEANING,,85.2,1014,2.47,17.77,34.9,7.35
2,2026-05-01 07:14:30,CLEANING,,85.36,1017,2.48,17.57,33.96,7.12
2,2026-05-01 07:14:35,CLEANING,,85.44,986,2.48,17.69,33.37,7.66
2,2026-05-01 07:14:40,CLEANING,,85.28,994,2.54,17.56,34.34,7.69
2,2026-05-01 07:14:45,CLEANING,,85.18,988,2.45,17.42,35.57,7.75
2,2026-05-01 07:14:50,CLEANING,,84.79,974,2.52,17.53,34.42,7.45
2,2026-05-01 07:14:55,CLEANING,,85.08,1007,2.5,17.23,34.09,7.33
2,2026-05-01 07:15:00,CLEANING,,85.09,1060,2.52,17.39,34.71,7.6
2,2026-05-01 07:15:05,CLEANING,,85.09,1012,2.6,17.29,34.54,7.31
2,2026-05-01 07:15:10,CLEANING,,85.05,982,2.48,17.35,34.84,7.68
2,2026-05-01 07:15:15,CLEANING,,84.43,1001,2.46,17.22,34.29,7.44
2,2026-05-01 07:15:20,CLEANING,,85.45,1009,2.43,17.27,34.96,7.92
2,2026-05-01 07:15:25,CLEANING,,84.16,962,2.59,17.34,34.07,7.61
2,2026-05-01 07:15:30,CLEANING,,83.77,1000,2.52,17.37,34.04,7.52
2,2026-05-01 07:15:35,CLEANING,,84.2,1005,2.46,17.21,34.1,7.63
2,2026-05-01 07:15:40,CLEANING,,84.66,995,2.5,17.08,34.5,7.49
2,2026-05-01 07:15:45,CLEANING,,85.11,978,2.57,17.3,34.84,7.85
2,2026-05-01 07:15:50,CLEANING,,84.35,1008,2.5,17.3,35.3,7.37
2,2026-05-01 07:15:55,CLEANING,,83.76,996,2.46,17.14,35.42,7.41
2,2026-05-01 07:16:00,CLEANING,,84.07,1001,2.54,16.9,34.55,7.54
2,2026-05-01 07:16:05,CLEANING,,84.36,990,2.41,17.16,34.58,7.26
2,2026-05-01 07:16:10,CLEANING,,83.73,996,2.47,16.85,35.4,7.75
2,2026-05-01 07:16:15,CLEANING,,84.04,977,2.49,17.05,35.3,7.63
2,2026-05-01 07:16:20,CLEANING,,83.54,1002,2.52,17.17,35.4,7.66
2,2026-05-01 07:16:25,CLEANING,,83.71,1028,2.52,16.91,35.8,7.64
2,2026-05-01 07:16:30,NAVIGATING,,83.51,0,0.0,16.95,35.15,4.59
2,2026-05-01 07:16:35,NAVIGATING,,83.66,0,0.0,17.03,35.75,4.71
2,2026-05-01 07:16:40,NAVIGATING,,83.62,0,0.0,17.09,34.28,4.58
2,2026-05-01 07:16:45,NAVIGATING,,84.06,0,0.0,16.98,34.28,4.37
2,2026-05-01 07:16:50,NAVIGATING,,83.15,0,0.0,16.92,34.41,4.22
2,2026-05-01 07:16:55,NAVIGATING,,83.44,0,0.0,17.09,34.05,4.8
2,2026-05-01 07:17:00,NAVIGATING,,83.55,0,0.0,17.1,34.07,4.67
2,2026-05-01 07:17:05,NAVIGATING,,83.03,0,0.0,17.09,34.39,4.61
2,2026-05-01 07:17:10,NAVIGATING,,82.97,0,0.0,16.91,34.5,4.31
2,2026-05-01 07:17:15,CLEANING,,83.38,973,2.54,16.85,34.53,7.63
2,2026-05-01 07:17:20,CLEANING,,82.95,1012,2.51,16.9,33.8,7.11
2,2026-05-01 07:17:25,CLEANING,,83.18,969,2.5,16.9,34.69,7.44
2,2026-05-01 07:17:30,CLEANING,,82.9,1015,2.52,16.93,34.63,7.19
2,2026-05-01 07:17:35,CLEANING,,83.15,1012,2.45,16.85,34.43,7.47
2,2026-05-01 07:17:40,CLEANING,,82.94,1029,2.55,16.72,34.81,7.77
2,2026-05-01 07:17:45,CLEANING,,82.88,1022,2.6,16.93,34.67,7.71
2,2026-05-01 07:17:50,CLEANING,,82.72,1000,2.48,16.96,34.19,7.81
2,2026-05-01 07:17:55,CLEANING,,82.75,972,2.52,16.56,34.96,7.68
2,2026-05-01 07:18:00,CLEANING,,82.34,1002,2.6,16.7,34.17,7.8
2,2026-05-01 07:18:05,CLEANING,,83.03,1000,2.55,16.86,34.38,7.4
2,2026-05-01 07:18:10,CLEANING,,82.73,1034,2.53,16.61,35.79,7.39
2,2026-05-01 07:18:15,CLEANING,,82.18,1007,2.58,16.76,35.06,7.59
2,2026-05-01 07:18:20,CLEANING,,82.21,1011,2.37,16.62,35.02,7.27
2,2026-05-01 07:18:25,CLEANING,,82.24,996,2.59,16.78,34.72,7.47
2,2026-05-01 07:18:30,CLEANING,,82.02,991,2.51,16.52,34.43,7.62
2,2026-05-01 07:18:35,CLEANING,,82.15,984,2.54,16.51,35.18,7.66
2,2026-05-01 07:18:40,CLEANING,,81.87,1009,2.47,16.53,35.0,7.35
2,2026-05-01 07:18:45,CLEANING,,81.75,969,2.48,16.5,35.02,7.45
2,2026-05-01 07:18:50,CLEANING,,81.7,1010,2.54,16.44,34.6,7.29
2,2026-05-01 07:18:55,CLEANING,,81.49,993,2.46,16.35,35.02,7.54
2,2026-05-01 07:19:00,CLEANING,,81.74,989,2.48,16.36,35.28,7.33
2,2026-05-01 07:19:05,CLEANING,,81.65,964,2.48,16.46,35.44,8.04
2,2026-05-01 07:19:10,CLEANING,,81.5,980,2.5,16.22,35.36,7.33
2,2026-05-01 07:19:15,CLEANING,,81.59,989,2.49,16.31,36.32,7.44
2,2026-05-01 07:19:20,CLEANING,,81.79,1016,2.52,16.39,35.7,7.11
2,2026-05-01 07:19:25,CLEANING,,81.08,1017,2.5,16.18,35.52,7.84
2,2026-05-01 07:19:30,CLEANING,,81.45,999,2.55,16.26,34.75,7.32
2,2026-05-01 07:19:35,CLEANING,,81.47,995,2.49,16.25,36.6,7.83
2,2026-05-01 07:19:40,CLEANING,,81.59,997,2.51,16.1,36.44,7.27
2,2026-05-01 07:19:45,CLEANING,,80.91,978,2.47,16.14,35.45,7.39
2,2026-05-01 07:19:50,CLEANING,,80.6,1017,2.44,16.22,36.41,7.4
2,2026-05-01 07:19:55,CLEANING,,80.46,995,2.56,16.19,35.58,7.6
2,2026-05-01 07:20:00,CLEANING,,80.27,1014,2.52,16.12,35.48,7.32
2,2026-05-01 07:20:05,CLEANING,,80.68,1025,2.47,16.17,34.91,7.38
2,2026-05-01 07:20:10,CLEANING,,80.43,982,2.45,16.03,36.15,7.46
2,2026-05-01 07:20:15,CLEANING,,79.69,958,2.47,16.12,34.68,7.4
2,2026-05-01 07:20:20,CLEANING,,80.12,1028,2.48,16.09,36.17,7.07
2,2026-05-01 07:20:25,CLEANING,,80.43,1004,2.53,16.42,35.11,7.84
2,2026-05-01 07:20:30,CLEANING,,80.03,1006,2.5,15.96,35.92,7.57
2,2026-05-01 07:20:35,CLEANING,,79.58,1015,2.48,15.86,36.02,7.75
2,2026-05-01 07:20:40,CLEANING,,79.8,1007,2.46,16.03,36.64,7.87
2,2026-05-01 07:20:45,CLEANING,,79.83,1013,2.5,16.05,35.99,7.65
2,2026-05-01 07:20:50,CLEANING,,79.74,999,2.5,15.93,36.34,7.54
2,2026-05-01 07:20:55,CLEANING,,80.19,1020,2.54,15.83,36.01,7.69
2,2026-05-01 07:21:00,CLEANING,,79.9,1029,2.47,15.83,35.68,7.42
2,2026-05-01 07:21:05,CLEANING,,79.86,991,2.53,15.81,36.71,7.27
2,2026-05-01 07:21:10,CLEANING,,79.51,940,2.49,15.64,37.2,7.66
2,2026-05-01 07:21:15,CLEANING,,79.54,1030,2.45,15.95,37.12,7.45
2,2026-05-01 07:21:20,CLEANING,,79.66,978,2.46,15.69,36.44,7.29
2,2026-05-01 07:21:25,CLEANING,,79.61,995,2.52,15.67,35.84,7.55
2,2026-05-01 07:21:30,CLEANING,,78.59,999,2.43,15.9,37.26,7.52
2,2026-05-01 07:21:35,CLEANING,,79.46,983,2.53,15.69,36.98,7.75
2,2026-05-01 07:21:40,CLEANING,,79.22,1006,2.42,15.55,36.84,7.52
2,2026-05-01 07:21:45,CLEANING,,78.58,1048,2.58,15.69,36.99,7.46
2,2026-05-01 07:21:50,CLEANING,,78.55,1002,2.51,15.48,37.17,7.47
2,2026-05-01 07:21:55,CLEANING,,78.19,983,2.48,15.76,37.33,7.23
2,2026-05-01 07:22:00,CLEANING,,78.83,969,2.55,15.5,37.05,7.77
2,2026-05-01 07:22:05,CLEANING,,78.21,972,2.47,15.63,36.39,6.93
2,2026-05-01 07:22:10,CLEANING,,78.38,1011,2.56,15.45,36.99,7.73
2,2026-05-01 07:22:15,RETURNING,,77.92,0,0.0,15.46,37.2,4.09
2,2026-05-01 07:22:20,RETURNING,,78.29,0,0.0,15.5,35.76,3.87
2,2026-05-01 07:22:25,RETURNING,,78.54,0,0.0,15.4,36.93,4.09
2,2026-05-01 07:22:30,RETURNING,,78.26,0,0.0,15.52,36.32,3.96
2,2026-05-01 07:22:35,RETURNING,,78.5,0,0.0,15.52,36.41,4.04
2,2026-05-01 07:22:40,RETURNING,,78.49,0,0.0,15.3,37.18,3.93
2,2026-05-01 07:22:45,RETURNING,,78.37,0,0.0,15.62,35.81,3.86
2,2026-05-01 07:22:50,RETURNING,,78.11,0,0.0,15.42,37.27,3.83
2,2026-05-01 07:22:55,RETURNING,,77.99,0,0.0,15.52,35.7,3.92
2,2026-05-01 07:23:00,RETURNING,,78.22,0,0.0,15.47,36.15,3.89
2,2026-05-01 07:23:05,RETURNING,,77.63,0,0.0,15.53,36.98,4.0
2,2026-05-01 07:23:10,RETURNING,,78.11,0,0.0,15.57,35.37,4.34
2,2026-05-01 07:23:15,RETURNING,,78.06,0,0.0,15.66,35.53,4.36
2,2026-05-01 07:23:20,RETURNING,,78.19,0,0.0,15.56,35.92,3.95
2,2026-05-01 07:23:25,RETURNING,,78.28,0,0.0,15.51,34.72,3.78
2,2026-05-01 07:23:30,RETURNING,,77.82,0,0.0,15.53,35.57,4.24
2,2026-05-01 07:23:35,RETURNING,,77.25,0,0.0,15.51,34.59,4.15
2,2026-05-01 07:23:40,RETURNING,,77.77,0,0.0,15.54,34.97,4.26
2,2026-05-01 07:23:45,CHARGING,,78.26,0,0.0,15.56,35.24,2.12
2,2026-05-01 07:23:50,CHARGING,,77.89,0,0.0,15.59,36.02,2.21
2,2026-05-01 07:23:55,CHARGING,,78.03,0,0.0,15.54,34.45,2.11
2,2026-05-01 07:24:00,CHARGING,,78.54,0,0.0,15.31,34.42,1.94
2,2026-05-01 07:24:05,CHARGING,,78.46,0,0.0,15.38,35.09,2.05
2,2026-05-01 07:24:10,CHARGING,,78.64,0,0.0,15.42,35.32,2.33
2,2026-05-01 07:24:15,CHARGING,,78.7,0,0.0,15.44,34.95,1.93
2,2026-05-01 07:24:20,CHARGING,,78.96,0,0.0,15.57,33.65,2.26
2,2026-05-01 07:24:25,CHARGING,,79.17,0,0.0,15.46,34.46,1.99
2,2026-05-01 07:24:30,CHARGING,,78.78,0,0.0,15.65,34.42,2.09
2,2026-05-01 07:24:35,CHARGING,,79.74,0,0.0,15.4,34.54,1.95
2,2026-05-01 07:24:40,CHARGING,,79.85,0,0.0,15.29,34.15,1.88
2,2026-05-01 07:24:45,CHARGING,,79.88,0,0.0,15.55,33.75,1.86
2,2026-05-01 07:24:50,CHARGING,,79.87,0,0.0,15.41,34.42,1.93
2,2026-05-01 07:24:55,CHARGING,,79.18,0,0.0,15.46,33.38,1.67
2,2026-05-01 07:25:00,CHARGING,,79.83,0,0.0,15.51,34.46,2.06
2,2026-05-01 07:25:05,CHARGING,,80.17,0,0.0,15.55,33.47,1.86
2,2026-05-01 07:25:10,CHARGING,,80.15,0,0.0,15.32,33.41,2.03
2,2026-05-01 07:25:15,CHARGING,,80.62,0,0.0,15.46,33.03,2.12
2,2026-05-01 07:25:20,CHARGING,,80.4,0,0.0,15.58,32.9,1.85
2,2026-05-01 07:25:25,CHARGING,,80.51,0,0.0,15.45,33.79,2.1
2,2026-05-01 07:25:30,CHARGING,,81.39,0,0.0,15.55,32.65,1.93
2,2026-05-01 07:25:35,CHARGING,,81.02,0,0.0,15.63,32.5,2.18
2,2026-05-01 07:25:40,CHARGING,,81.67,0,0.0,15.68,32.8,2.14
3,2026-05-01 07:00:00,CHARGING,,85.83,0,0.0,19.94,29.23,1.62
3,2026-05-01 07:00:05,CHARGING,,85.51,0,0.0,19.81,29.81,2.09
3,2026-05-01 07:00:10,CHARGING,,85.51,0,0.0,20.04,30.11,2.26
3,2026-05-01 07:00:15,CHARGING,,85.31,0,0.0,19.93,29.61,2.17
3,2026-05-01 07:00:20,CHARGING,,86.02,0,0.0,20.05,30.59,1.76
3,2026-05-01 07:00:25,CHARGING,,86.4,0,0.0,20.15,30.37,2.36
3,2026-05-01 07:00:30,CHARGING,,85.55,0,0.0,19.95,29.63,2.14
